"title","content","date","variant","images","verified","author","rating","product","url"
"Es cómodo de usar y suficiente para lo que necesito","El espejo es cómodo de usar, gira bastante bien, pero creo que tenían que haber puesto menos espejos de 2-3 aumentos y más de 10 aumentos, porque esos son los que me han aportado de verdad. La iluminación es suficiente, tampoco gran cosa. Lo uso con pilas, porque odio estar con tanto cable todo el día. Las brochas son un poco despropósito, no lo compréis solo porque van de regalo. Son casi todas iguales entre ellas, de las gruesas para ponerse colorete o polvos y alguna algo más fina, pero tampoco tan finas como para pintarse bien, yo al final solo acabaré usando 1 o 2 de todas las que vienen. El espejo en sí me gusta. No ocupa demasiado espacio y bien para maquillarme, aunque me hubiera gustado algo más grande, pero tampoco tengo tanto espacio y no me maquillo con tanta frecuencia, así que es mi opción. Leer más","Revisado en España el 1 de abril de 2020","","","","victoria","5,0 de 5 estrellas","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"","Love the USB linkage... Great selection of magnification, keeps my teenage daughter happy when painting her brows!! Nice size it doesn't take over the dresser, and the light is really quite natural seeing as it is led powered. Leer más","Revisado en Reino Unido el 11 de mayo de 2018","","","","Steelybird","","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"","It's brighter than expected, so I'm happy with that. You can modulate the amount of light too. I miss more lights around the smaller mirrors. In general it has been a good purchase Leer más","Revisado en Reino Unido el 6 de agosto de 2019","","","","Cliente Amazon","","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"","Bought as a Christmas present, and the wife is made up with it. As always amazon delivery is excellent and fast. 👍 Leer más","Revisado en Reino Unido el 26 de diciembre de 2018","","","","Peter.","","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"","Perfect Leer más","Revisado en Reino Unido el 12 de enero de 2019","","","","Anna Harman","","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"","My granddaughter loved it!! Leer más","Revisado en Reino Unido el 1 de septiembre de 2018","","","","Anthead","","","https://www.amazon.es/FASCINATE-Maquillaje-Magnetismo-Extra%C3%ADble-luminac%C3%ADon/dp/B07MV2LVJT/ref=sr_1_58?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-58
"
"Genial!","Cuesta la mitad que en las tiendas físicas y es ideal! He leído algunos comentarios en los que se dice que el espejo tiene poca luz, a ver, tiene la necesaria para verte perfectamente sin quedarte ciego, ya que para maquillarte o depilarte te lo tienes que acercar bastante a la cara como cualquier otro espejo de este estilo con o sin luz. Lo recomiendo 100% me ha encantado, las pilas vienen incluídas y además ambas caras del espejo tienen aumento, una más que otra. Leer más","Revisado en España el 14 de abril de 2017","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Cliente Amazon","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Buen material y uso.","Fácil uso. La Luz que da el espejo es potente. La aplicación y conexión de las pilas cuesta un poco más porque hay que desenroscar el espejo, así que te da un poco de miedo el poder romperlo. Las pilas vienen incluidas. El espejo es un poco pesado pero encaja en todas las superficies y no se desliza gracias a una especie de esponjita que tiene en la base. Estoy contenta con su calidad. Repetiría la compra. Leer más","Revisado en España el 2 de agosto de 2018","","","","Judit","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Esta bien","Por el precio que tiene esta bien. Hay espejos mejores pero mucho más caros.. Este tiene una calidad razonable por el precio que tiene. La luz led me parece demasiado intensa, casi diría que algo molesta así que procuraré usarlo sin luz. El espejo distorsiona un poco por los laterales pero eso pasa en la mayoría de espejos de aumento excepto en los muy buenos y muy muy caros. El pie es algo alto y me da miedo que esto le reste estabilidad. Leer más","Revisado en España el 5 de septiembre de 2018","","","","cmg","4,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Ideal","Es perfecto! Creo que cumple perfectamente las características descritas. La led ilumina bastante bien (justo lo estoy mirando de día y con la luz natural, no se ve tan potente, pero aún así aporta iluminación extra). Muy buen apoyo en la mesa y el espejo es lo suficientemente grande para verte la cara bien en el lado normal y perfecto con el aumento. La altura también es ideal para poder apoyar el brazo cómodamente en la mesa y verte bien mientras te maquillas (para hacerse la raya del ojo, es una pasada jajaj). Viene con 4 baterías, en su caja y en dentro de la misma envuelto en papel burbuja, así como una hoja con instrucciones de uso. Hice el sábado un pedido con varios items (entre los cuales este espejo) y lo tuve en mi casa el lunes por la mañana (11h). Leer más","Revisado en España el 20 de abril de 2020","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Dulcinea","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"MAGNIFICO","Llevaba tiempo buscando un espejo que tuviera aumento y luz, y en este caso tiene luz por los 2 lados, el lado normal y el aumentado, ya que he visto otros espejos que solo tiene luz el lado normal. El espejo se ve super bien, si es verdad que en el de aumento te tienes que acercar para verte bien, pero como todos los espejos que tienen algo de aumento. La imagen es nítida, vale perfectamente para depilarte, de hecho te puedes pegar algún susto porque pensaras que tenías poquito pelo y al mirarte en este espejo te des cuenta que no es así... Además, trae un interruptor por si no quieres usarlo con luz que me ha encantado y las pilas de regalo. Yo lo he comprado en el Black Friday a 19.99€ y es lo más barato que he encontrado, teniendo en cuenta todo lo que tiene el espejo. Calidad/precio increíble para mí. Leer más","Revisado en España el 24 de noviembre de 2020","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Anónimo","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Gran calidad","Un espejo robusto, con un gran acabado. Ofrece una buena ampliación y es cómodo de usar. En cuanto a la iluminación, no ilumina una habitación a oscuras, pero cumple su función de aplicar una iluminación algo más uniforme al rostro. Leer más","Revisado en España el 18 de julio de 2016","","","","Pepe","4,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Me encanta","Hacía tiempo que tenía ganas de tener un espejo de estos, y estoy muy contenta. Por un lado es normal, por el otro de aumento. La luz funciona bien, aunque no es muy potente, es verdad... imagino que para evitar sustos cuando te estás viendo con 5 aumentos. Se limpia fenomenal, así que me lo volvería a comprar Leer más","Revisado en España el 30 de enero de 2016","","","","Sandra Mangas","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"Elegante y practico.","Diseño sencillo y elegante, dispone de dos espejos, uno de ellos con aumento que facilita mucho el uso pues es muy potente, te ves poros que no sabias ni que tenias. Lo de la luz no me convencia al principio por si deslumbraba, pero tal y como esta diseñado nomolesta a los ojos y es muy util. Leer más","Revisado en España el 7 de diciembre de 2017","","","","Juan Manuel","5,0 de 5 estrellas","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"","Ich habe den Spiegel für meine Freundin gekauft (November 2016), die diesen auch regelmäßig verwendet. Die Bewertung zu den schnell entleerenden Batterien kann ich nicht nachvollziehen, sicher kommt es auch auf die Batterien an, die dort eingesetzt werden. Wir verwenden langlebige Markenbatterien und hatten noch nie Probleme, dass das Licht nach ein paar Tagen oder einer Woche schwächer wurde. Das Licht würde ich als kaltweiß beschreiben und ist schon sehr hell. Ein sehr guter Kosmetikspiegel bei uns mittlerweile seit 2Jahren ohne Ausfälle und Probleme im Einsatz. Leer más","Revisado en Alemania el 8 de marzo de 2019","","","","Ben1512✅","","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"","Finally, I can see when I'm putting on my makeup.  The mirror is very good, but I do find that in certain lights it's not as effective as it could be.  That said, I'm very happy with the light.  It is compact and light and is doing a good job. Leer más","Revisado en Reino Unido el 10 de febrero de 2016","","","","Catherine B.","","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"","As far as mirrors go, this is fine. As far as LED mirrors go, this is awful. Most of the time I can't tell if the light is switched on or not, even when it's dark. Very disappointing for the price. Leer más","Revisado en Reino Unido el 7 de junio de 2017","","","","charlotte","","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"","I use it for applying make up and plucking my eyebrows, works perfectly as u can switch between normal and 5x. I've had mine for about a month now and I still haven't changed the batteries Leer más","Revisado en Reino Unido el 30 de noviembre de 2016","","","","Amazon Customer","","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"","Der Spiegel an sich ist super, jedoch nicht perfekt. Für meinen Geschmack könnte der (wie soll ich sagen?) Hals/Stiel (das Verbindungsteil eben zwischen Spiegel und Abstellplattform) länger sein. Ich kann den Spiegel nicht auf dem Tisch abstellen und mich problemlos schminken, das geht, bei der gebeugten Haltung auf den Rücken, also lege ich immer irgendetwas darunter. Davon abgesehen verbraucht der Spiegel sehr viel Saft. Sprich, mein Batterienverbrauch ist astronomisch. Inzwischen, einige Wochen nach dem Kauf des Spiegels, bin ich es leid, immer wieder neue einzukaufen, einzusetzen und nach dem dritten Mal schminken (Laufzeit dann insgesamt circa eine Stunde) schon wieder keinen Effekt durch das Licht mehr sehen zu können, da dieses so schwach geworden ist. Wenn so ein Spiegel ein Kabel zum Anschließen hätte, würde das viel mehr Sinn machen. Wäre sicher auch unhandlicher und unflexibler, alles hat seine Vor- und Nachteile aber mit den Batterien ist das Quatsch. Ich nutze das Licht inzwischen gar nicht mehr und somit war die Bestellung geradezu überflüssig. Schade. Leer más","Revisado en Alemania el 29 de julio de 2017","","","","Sookie","","","https://www.amazon.es/Medisana-CM840-maquillaje-sobremesa-di%C3%A1metro/dp/B00NWV0QBM/ref=sr_1_59?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-59
"
"es ideal,","El espejo, me ha gustado muchísimo, muy buen pakaging, con muchos detalles : una funda, una gamuza para limpiarlo, unas pinzas, esta muy muy bien. Y los 20x de aumento  una pasada.  Una compra muy recomendable,  es una monada. Leer más","Revisado en España el 20 de mayo de 2020","","","","ART12","5,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Muy bien","Las ventosas fuertisimas, el tamaño si fuera un pelin mas grande sería perfecto. Leer más","Revisado en España el 5 de marzo de 2020","","","","SL","4,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Buen aumento y buenas ventosas.","Viene con bolsita para guardarlo y pinzas. Las ventosas se pegan muy muy bien. Los aumentos fantásticos, se ve todo. Leer más","Revisado en España el 3 de agosto de 2020","","","","Cliente Amazon","5,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Un aumento de verdad","Con este espejo se ve todo sin esfuerzo Leer más","Revisado en España el 13 de septiembre de 2020","","","","Ana G.","5,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Muy caro para lo pequeño que es","Te ves muy bien todas las imperfecciones al tener tanto aumento Pero es un producto muy caro para un tamaño tan pequeño Leer más","Revisado en España el 3 de febrero de 2020","","","","CGR","3,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Desilusión","No se veía bien la imagen por lo que lo devolví Leer más","Revisado en España el 3 de octubre de 2020","","","","Cliente Amazon","1,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Increible","Me encanta ,ha cumplido de sobras mis  expectativas, super recomendable. Leer más","Revisado en España el 1 de abril de 2020","","","","laura sierra abadia","5,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"Bien","Hay que acercarse mucho Leer más","Revisado en España el 29 de enero de 2020","","","","Maria","5,0 de 5 estrellas","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","Not 5 inch if you take take the bezel into account Leer más","Revisado en Reino Unido el 17 de febrero de 2020","","","","Malcolm","","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","Great colour,a little more expensive than others but worth the extra! Leer más","Revisado en Reino Unido el 28 de noviembre de 2020","","","","Amazon Customer","","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","Forse avrei dovuto prendere il 15 anziché il 20.  Come qualità non è assolutamente paragonabile allo specchio che avevo prima che non era cinese come questo. Anche le pinzette niente di che. Leer más","Revisado en Italia el 12 de febrero de 2020","","","","maria grazia luciani","","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","In diesem Spiegel konnte man nur verschwommen sehen, zu sehr gebogen . Daher zurück gesendet. Kein Geld zurück bekommen, angeblich noch auf dem Weg. Zweieinhalb Monate? Leer más","Revisado en Alemania el 24 de noviembre de 2020","","","","Ingelein","","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","J'avais déjà acheté le même en un peu plus petit avant que celui-ci n’apparaisse et j'en suis ravie. La qualité du miroir est top, il y a un petit sac pour le ranger, une chiffonnette pour le nettoyer et en cadeau une pince à épiler super efficace. Il est pratique, solide et me rend bien service au quotidien. Je le recommande vivement ! En plus, je l'ai reçu très rapidement, donc excellent service, grand merci aux vendeurs ! Leer más","Revisado en Francia el 16 de marzo de 2020","","","","Marie Hermance","","","https://www.amazon.es/actualizada-aplicaci%C3%B3n-maquillaje-eliminaci%C3%B3n-espinillas/dp/B081H2WS2Q/ref=sr_1_60?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-60
"
"","This mirror is large in size but convenient enough o throw in your purse esp. With the cloth bag it comes with. The side of the mirror with light is very bright. I have to close my eyes every 2 minutes or so to get some relief from the blindness. The other side of the compact is 10x mag and is great for close up details. I wish there was a thinner band of light and around the 10x mag side. But I am impressed for the value with what I paid for. For that I say thank you! Leer más","Revisado en los Estados Unidos el 8 de noviembre de 2019","","","","Ruthyanne","","","https://www.amazon.es/Mavoro-Compact-Mirror-compacto-aumentos/dp/B07VG7NM2L/ref=sr_1_61?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-61
"
"","It's a little bigger than I was expecting. But it is a convenient size for a travel bag.  Also, I can see how other reviewers commented that the lights are on the ""wrong"" side.  The lights are on the non-magnified side.  BUT there really are no other magnified travel LIGHT UP compacts on the market.  And the magnification on this one is good.  Plus, it comes with a carrying pouch.  Overall, it was a great purchase. Leer más","Revisado en los Estados Unidos el 5 de noviembre de 2019","¿Qué es esto?","","","akjs","","","https://www.amazon.es/Mavoro-Compact-Mirror-compacto-aumentos/dp/B07VG7NM2L/ref=sr_1_61?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-61
"
"","A bit bulky but i guess since it's also a light source that's understandable.  The magnification is great. I like the bag it comes with. A bit big to fit in a small bag; i mean it'll fit but take up all the space. Overall a nice gift. Leer más","Revisado en los Estados Unidos el 12 de enero de 2020","","","","Anzy","","","https://www.amazon.es/Mavoro-Compact-Mirror-compacto-aumentos/dp/B07VG7NM2L/ref=sr_1_61?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-61
"
"","I got one of these for me and one for my mother. We absolutely love them. That magnifying really helps for tweezing purposes. If I need to I would absolutely purchase these again. I’m actually thinking of buying a couple more and saving them for Christmas gifts. Leer más","Revisado en los Estados Unidos el 17 de mayo de 2020","","","","Cdyana","","","https://www.amazon.es/Mavoro-Compact-Mirror-compacto-aumentos/dp/B07VG7NM2L/ref=sr_1_61?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-61
"
"","This mirror was purchased for travel.  As we are still restricted because of Covid19 all our travel plans have been cancelled for the time being.  Meanwhile, it will stay with my travel stuff.  Works great, the 10x mirror is perfect and the light helps when you need it. Leer más","Revisado en los Estados Unidos el 30 de mayo de 2020","","","","Cecilia Sbisa","","","https://www.amazon.es/Mavoro-Compact-Mirror-compacto-aumentos/dp/B07VG7NM2L/ref=sr_1_61?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-61
"
"Bonito","Llego en perfecto estado, es muy bonita y fácil de montar, lo único que no me ""gusta"" es que el zoom del espejo marea un poquito. En general precio-calidad bien. Leer más","Revisado en España el 8 de mayo de 2020","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Allison","4,0 de 5 estrellas","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"COMO ESPERABA","Esta fenomenal Leer más","Revisado en España el 13 de mayo de 2020","","","","Cliente Amazon","5,0 de 5 estrellas","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"","Perfect for a young girl but I bought it for myself... I am 62! I absolutely love it! Leer más","Revisado en Reino Unido el 27 de enero de 2020","","","","Diana Clare","","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"","It's ok, plastics a bit cheap but does the job Leer más","Revisado en Reino Unido el 11 de febrero de 2020","","","","Annabelle M.","","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"","Poor quality cheap plastic  not magnification ten, was only five  a waist of money Leer más","Revisado en Reino Unido el 23 de noviembre de 2020","","","","Linda bacal","","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"","Der Spiegel wird in einer hübschen Geschenkverpackung geliefert. Darin enthalten sind drei Teile, die sich leicht zusammenstecken lassen. Die Schale unten eignet sich als Ablage, die drei Äste können als Haken für Ringe und Armbänder genutzt werden. Der Spiegel selbst ist schwenkbar, auf der einen Seite normal, auf der einen mit 10facher Vergrößerung. Ich finde ihn optisch sehr hübsch und er passt perfekt in das Mädchenzimmer meiner Tochter. Leer más","Revisado en Alemania el 2 de mayo de 2020","","","","Die Niki","","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"","Der Spiegel kommt geteilt nach Hause, er lässt sich aber leicht zusammenbauen. Dafür braucht es weder Werkzeug noch ne Anleitung. Der Spiegel ist zum hinstellen und man kann z.B. Ringe oder Armbänder daran aufhängen. Der Spiegel lässt sich leicht verstellen und hat eine angenehme Höhe wenn man davor sitzt. Eine Seite zeigt die normale Ansicht, die andere Seite hat eine Vergrößerung z.B. Zum zupfen von Augenbraun. Leer más","Revisado en Alemania el 19 de abril de 2020","","","","LadyTiga","","","https://www.amazon.es/Trendy-Tendency-Espejo-Aumento-x10/dp/B07VDV9JHD/ref=sr_1_62?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-62
"
"Bonito diseño.","El espejo es bonito en el diseño. Las luces led aunque no son muy potentes sirven para salir de un apuro. El pie es firme y el espejo es estable. Me hubiese gustado que el espejo de aumentos viniese integrado en alguno de los espejos y no con ventosas de quita y pon. Las pilas vienen incluidas y es recargable. Leer más","Revisado en España el 11 de noviembre de 2019","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Arboji","5,0 de 5 estrellas","","https://www.amazon.es/maquillaje-pantalla-suplementario-ajustable-iluminaci%C3%B3n/dp/B06XY28L4N/ref=sr_1_63?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-63
"
